Interaction_ID,Customer_ID,Employee_ID,Branch_ID,Interaction_Date,Interaction_Channel,Interaction_Type,Issue_Severity,Resolution_Status,Resolution_Time_Hours,Customer_Satisfaction_Score,Interaction_Duration_Minutes
INT_056779,CUST_00096,EMP_0345,BR_036,04-04-2025,Email,Query,Low,Pending,10.3,4,10
INT_056780,CUST_02546,EMP_0334,BR_027,29-06-2026,Mobile App,Query,Low,Resolved,4.8,4,3
INT_056781,CUST_09944,EMP_0347,BR_027,24-04-2024,Phone,Sales,Low,Resolved,0.3,4,19
INT_056782,CUST_04952,EMP_0211,BR_038,19-05-2024,Branch,Loan Enquiry,Low,Pending,4.4,5,2
INT_056783,CUST_04740,EMP_0071,BR_021,10-09-2025,Mobile App,Service Request,Medium,Resolved,11.7,5,6
INT_056784,CUST_03342,EMP_0500,BR_016,25-02-2024,Mobile App,Service Request,Low,Resolved,6.8,5,5
INT_056785,CUST_01067,EMP_0486,BR_021,25-04-2026,Mobile App,Query,Low,Resolved,4.8,4,13
INT_056786,CUST_08805,EMP_0490,BR_035,16-05-2024,Internet Banking,Service Request,Medium,Pending,6.3,5,9
INT_056787,CUST_01938,EMP_0456,BR_030,09-06-2024,Phone,Query,Low,Escalated,4,5,7
INT_056788,CUST_06068,EMP_0498,BR_005,31-05-2024,Internet Banking,Loan Enquiry,Low,Resolved,3.8,5,19
INT_056789,CUST_04605,EMP_0480,BR_039,01-05-2024,Mobile App,Complaint,Low,Resolved,6.3,5,13
INT_056790,CUST_08455,EMP_0342,BR_009,04-01-2024,Phone,Query,Medium,Escalated,9.2,4,6
INT_056791,CUST_03060,EMP_0447,BR_003,13-06-2024,Branch,Sales,Low,Resolved,4.5,5,4
INT_056792,CUST_00426,EMP_0473,BR_021,31-12-2025,Email,Sales,Low,Escalated,3.4,4,22
INT_056793,CUST_06805,EMP_0458,BR_042,01-07-2026,Mobile App,Service Request,High,Resolved,1.7,5,23
INT_056794,CUST_00549,EMP_0474,BR_045,27-10-2024,Branch,Service Request,Low,Resolved,10.6,5,37
INT_056795,CUST_01127,EMP_0170,BR_042,22-01-2024,Branch,Query,Low,Resolved,4.6,5,4
INT_056796,CUST_08700,EMP_0025,BR_025,20-02-2026,Mobile App,Service Request,Low,Resolved,3.6,5,19
INT_056797,CUST_01664,EMP_0459,BR_030,22-07-2024,Mobile App,Service Request,Low,Resolved,3.5,5,23
INT_056798,CUST_03891,EMP_0436,BR_035,22-09-2024,Branch,Sales,Low,Resolved,2.8,4,2
INT_056799,CUST_09055,EMP_0176,BR_049,22-03-2025,Internet Banking,Loan Enquiry,Low,Resolved,6.7,4,26
INT_056800,CUST_03175,EMP_0394,BR_017,26-03-2025,Phone,Sales,Low,Resolved,4.6,5,11
INT_056801,CUST_04852,EMP_0358,BR_026,23-05-2025,Mobile App,Query,Low,Resolved,5.3,4,16
INT_056802,CUST_03271,EMP_0074,BR_042,05-10-2024,Phone,Sales,Low,Resolved,3.1,4,29
INT_056803,CUST_07804,EMP_0227,BR_022,06-12-2024,Mobile App,Query,Low,Resolved,5.5,5,7
INT_056804,CUST_02904,EMP_0376,BR_045,31-03-2024,Phone,Complaint,Low,Resolved,7.9,4,6
INT_056805,CUST_07788,EMP_0164,BR_004,03-11-2025,Branch,Query,Medium,Resolved,8.5,5,11
INT_056806,CUST_09625,EMP_0422,BR_024,28-12-2025,Branch,Complaint,Low,Resolved,1.1,4,7
INT_056807,CUST_08149,EMP_0131,BR_040,09-10-2024,Mobile App,Query,Low,Resolved,6.9,5,8
INT_056808,CUST_06918,EMP_0019,BR_025,23-08-2024,Mobile App,Service Request,Medium,Resolved,2.1,5,11
INT_056809,CUST_02252,EMP_0165,BR_019,04-02-2024,Email,Service Request,Low,Resolved,1.7,3,23
INT_056810,CUST_09065,EMP_0302,BR_021,17-09-2024,Branch,Service Request,Low,Resolved,1.5,5,14
INT_056811,CUST_08865,EMP_0315,BR_027,11-01-2024,Phone,Loan Enquiry,High,Escalated,11.6,4,13
INT_056812,CUST_00774,EMP_0212,BR_015,24-04-2024,Mobile App,Query,Medium,Resolved,3.2,5,10
INT_056813,CUST_07895,EMP_0223,BR_043,11-01-2026,Email,Service Request,Low,Pending,6.4,5,9
INT_056814,CUST_08737,EMP_0286,BR_035,29-01-2025,Email,Service Request,Low,Pending,5.7,5,13
INT_056815,CUST_06491,EMP_0410,BR_034,22-08-2025,Phone,Query,Low,Resolved,5.7,4,4
INT_056816,CUST_00034,EMP_0301,BR_024,19-09-2025,Mobile App,Sales,Low,Escalated,7.1,5,23
INT_056817,CUST_09515,EMP_0041,BR_047,30-07-2026,Mobile App,Query,Low,Resolved,4.4,4,10
INT_056818,CUST_09526,EMP_0319,BR_044,20-05-2026,Phone,Sales,Medium,Pending,1.1,4,5
INT_056819,CUST_00405,EMP_0123,BR_010,28-10-2025,Email,Loan Enquiry,Medium,Resolved,6.9,5,2
INT_056820,CUST_01132,EMP_0146,BR_047,22-06-2025,Branch,Service Request,Medium,Resolved,0.9,5,12
INT_056821,CUST_09317,EMP_0409,BR_025,24-04-2025,Internet Banking,Service Request,Medium,Resolved,5.8,5,22
INT_056822,CUST_03245,EMP_0070,BR_026,14-04-2024,Email,Query,Low,Resolved,1.7,5,29
INT_056823,CUST_04040,EMP_0443,BR_001,06-08-2024,Branch,Complaint,Medium,Escalated,7.5,5,32
INT_056824,CUST_00022,EMP_0148,BR_034,08-02-2025,Email,Service Request,Medium,Pending,10.1,5,11
INT_056825,CUST_04713,EMP_0303,BR_012,17-09-2025,Email,Query,Low,Resolved,6.2,5,8
INT_056826,CUST_08643,EMP_0237,BR_026,05-08-2026,Mobile App,Query,Medium,Resolved,5.5,4,23
INT_056827,CUST_01605,EMP_0232,BR_012,15-12-2024,Branch,Service Request,High,Resolved,7.4,5,36
INT_056828,CUST_04486,EMP_0145,BR_023,30-09-2025,Mobile App,Complaint,Medium,Resolved,6.5,4,6
INT_056829,CUST_06570,EMP_0122,BR_046,26-03-2024,Mobile App,Loan Enquiry,Low,Resolved,2.8,4,9
INT_056830,CUST_08257,EMP_0290,BR_017,18-01-2025,Email,Service Request,Low,Resolved,2.6,5,12
INT_056831,CUST_00342,EMP_0482,BR_008,14-05-2026,Phone,Service Request,Low,Resolved,2.6,5,24
INT_056832,CUST_09298,EMP_0179,BR_020,24-05-2025,Phone,Query,Low,Resolved,2.5,5,5
INT_056833,CUST_02185,EMP_0333,BR_001,03-09-2024,Branch,Query,High,Resolved,4.7,5,18
INT_056834,CUST_08226,EMP_0309,BR_049,05-01-2025,Internet Banking,Complaint,Medium,Resolved,6.2,4,12
INT_056835,CUST_07593,EMP_0045,BR_013,22-09-2025,Branch,Complaint,Low,Resolved,4.1,5,37
INT_056836,CUST_02901,EMP_0084,BR_019,06-05-2026,Phone,Service Request,High,Resolved,5,5,23
INT_056837,CUST_06294,EMP_0349,BR_011,23-01-2024,Mobile App,Service Request,Low,Resolved,8.3,5,11
INT_056838,CUST_00980,EMP_0204,BR_031,13-05-2025,Branch,Loan Enquiry,Low,Resolved,0.8,4,7
INT_056839,CUST_00635,EMP_0137,BR_034,17-09-2025,Email,Loan Enquiry,Low,Pending,11.5,5,19
INT_056840,CUST_05535,EMP_0331,BR_038,23-02-2024,Mobile App,Sales,Low,Resolved,4.4,4,22
INT_056841,CUST_06918,EMP_0034,BR_041,18-12-2024,Mobile App,Loan Enquiry,Low,Resolved,11.7,5,12
INT_056842,CUST_03208,EMP_0226,BR_007,15-10-2025,Phone,Query,Low,Resolved,6.8,5,11
INT_056843,CUST_08757,EMP_0139,BR_005,11-12-2025,Branch,Complaint,Medium,Resolved,1.3,5,8
INT_056844,CUST_09365,EMP_0164,BR_004,03-07-2026,Internet Banking,Sales,Low,Resolved,3.8,4,18
INT_056845,CUST_08554,EMP_0148,BR_034,22-06-2025,Phone,Loan Enquiry,Medium,Resolved,2.8,4,21
INT_056846,CUST_09538,EMP_0268,BR_016,27-05-2025,Phone,Query,Low,Resolved,3.5,5,8
INT_056847,CUST_06384,EMP_0438,BR_023,25-06-2026,Branch,Service Request,Medium,Resolved,4.5,5,14
INT_056848,CUST_01896,EMP_0007,BR_045,10-06-2025,Email,Service Request,Low,Resolved,2,4,11
INT_056849,CUST_03923,EMP_0301,BR_024,23-01-2026,Internet Banking,Sales,Low,Resolved,3.6,5,8
INT_056850,CUST_09633,EMP_0051,BR_018,16-03-2024,Email,Complaint,Medium,Resolved,6.2,4,18
INT_056851,CUST_05489,EMP_0199,BR_009,14-08-2024,Phone,Sales,Low,Resolved,6.1,5,5
INT_056852,CUST_00404,EMP_0342,BR_009,18-04-2025,Branch,Service Request,Low,Resolved,5.9,4,29
INT_056853,CUST_09952,EMP_0319,BR_044,13-05-2024,Mobile App,Query,Low,Escalated,13,4,27
INT_056854,CUST_03263,EMP_0125,BR_026,18-04-2025,Phone,Sales,Low,Resolved,3.4,4,33
INT_056855,CUST_07076,EMP_0406,BR_030,12-06-2026,Branch,Query,Low,Resolved,1,5,14
INT_056856,CUST_01095,EMP_0220,BR_001,13-05-2024,Phone,Complaint,Medium,Pending,4.6,3,15
INT_056857,CUST_02452,EMP_0241,BR_018,22-10-2024,Mobile App,Query,Medium,Resolved,3.4,5,2
INT_056858,CUST_06496,EMP_0210,BR_046,25-01-2025,Branch,Service Request,Medium,Resolved,2.4,5,8
INT_056859,CUST_09225,EMP_0184,BR_040,08-07-2025,Branch,Query,Medium,Resolved,2.4,4,20
INT_056860,CUST_01004,EMP_0434,BR_007,13-09-2025,Mobile App,Sales,Low,Escalated,6,4,20
INT_056861,CUST_03516,EMP_0414,BR_045,12-10-2025,Phone,Complaint,Low,Resolved,2.2,4,29
INT_056862,CUST_07593,EMP_0032,BR_027,30-03-2024,Phone,Loan Enquiry,Low,Resolved,2.7,4,10
INT_056863,CUST_00635,EMP_0400,BR_043,22-07-2026,Phone,Service Request,High,Pending,4.7,4,17
INT_056864,CUST_05869,EMP_0218,BR_028,10-10-2025,Branch,Sales,Low,Resolved,3.4,5,13
INT_056865,CUST_03224,EMP_0324,BR_027,28-10-2024,Branch,Complaint,Medium,Pending,10.7,5,13
INT_056866,CUST_00491,EMP_0082,BR_001,07-08-2025,Mobile App,Query,High,Resolved,0.7,5,8
INT_056867,CUST_06202,EMP_0204,BR_031,18-05-2024,Branch,Loan Enquiry,Medium,Resolved,4.6,4,47
INT_056868,CUST_03537,EMP_0438,BR_023,29-03-2025,Internet Banking,Service Request,Medium,Resolved,2.3,5,10
INT_056869,CUST_06772,EMP_0297,BR_013,20-04-2025,Phone,Sales,Medium,Escalated,20.7,3,9
INT_056870,CUST_06169,EMP_0495,BR_033,15-05-2025,Mobile App,Service Request,Low,Resolved,2.9,5,7
INT_056871,CUST_04329,EMP_0095,BR_023,06-08-2026,Branch,Query,Medium,Resolved,2.6,4,5
INT_056872,CUST_08819,EMP_0351,BR_036,19-04-2024,Internet Banking,Service Request,Medium,Resolved,12.7,4,15
INT_056873,CUST_02069,EMP_0316,BR_035,28-03-2026,Mobile App,Query,Low,Resolved,4.8,5,13
INT_056874,CUST_09811,EMP_0324,BR_027,31-10-2025,Phone,Query,Medium,Resolved,5.6,5,21
INT_056875,CUST_01415,EMP_0030,BR_010,19-09-2025,Mobile App,Query,Low,Resolved,5.2,5,22
INT_056876,CUST_09538,EMP_0383,BR_002,20-04-2024,Email,Sales,High,Resolved,1.4,4,13
INT_056877,CUST_08628,EMP_0427,BR_015,30-01-2024,Mobile App,Query,Medium,Resolved,1.1,5,10
INT_056878,CUST_05121,EMP_0220,BR_001,23-07-2024,Mobile App,Loan Enquiry,Medium,Resolved,2.8,5,4
INT_056879,CUST_08924,EMP_0292,BR_034,23-04-2026,Email,Service Request,Low,Resolved,6.8,5,7
INT_056880,CUST_05651,EMP_0396,BR_007,28-05-2026,Email,Loan Enquiry,Medium,Resolved,8.8,5,7
INT_056881,CUST_02961,EMP_0214,BR_006,09-12-2025,Internet Banking,Query,Medium,Resolved,5.6,4,7
INT_056882,CUST_09899,EMP_0322,BR_050,18-06-2025,Email,Sales,Medium,Resolved,4.7,5,14
INT_056883,CUST_01207,EMP_0479,BR_015,18-01-2024,Mobile App,Complaint,Medium,Pending,3.7,3,6
INT_056884,CUST_03502,EMP_0493,BR_002,11-10-2025,Email,Sales,Medium,Resolved,9.4,4,2
INT_056885,CUST_07540,EMP_0472,BR_033,19-12-2024,Branch,Service Request,Low,Resolved,7.9,5,17
INT_056886,CUST_01801,EMP_0085,BR_005,20-09-2024,Internet Banking,Service Request,Medium,Resolved,3,5,52
INT_056887,CUST_05684,EMP_0110,BR_015,15-04-2025,Phone,Loan Enquiry,Low,Resolved,2.8,4,12
INT_056888,CUST_00707,EMP_0101,BR_021,18-09-2025,Email,Query,Low,Escalated,4.1,5,9
INT_056889,CUST_00260,EMP_0455,BR_011,17-12-2025,Branch,Query,Medium,Resolved,1,5,32
INT_056890,CUST_06272,EMP_0146,BR_047,16-12-2024,Mobile App,Sales,Medium,Pending,6.6,4,5
INT_056891,CUST_00731,EMP_0178,BR_013,29-06-2026,Branch,Sales,Low,Resolved,2.7,5,6
INT_056892,CUST_09537,EMP_0440,BR_018,08-10-2024,Branch,Service Request,Low,Resolved,2.9,5,18
INT_056893,CUST_02887,EMP_0154,BR_025,04-07-2026,Branch,Query,Medium,Resolved,3.9,5,28
INT_056894,CUST_07390,EMP_0163,BR_005,23-09-2025,Phone,Sales,Medium,Resolved,8.3,5,5
INT_056895,CUST_00048,EMP_0116,BR_010,10-11-2024,Internet Banking,Sales,Medium,Escalated,9.5,4,4
INT_056896,CUST_06380,EMP_0038,BR_041,30-03-2025,Mobile App,Query,Medium,Resolved,0.7,5,25
INT_056897,CUST_02072,EMP_0036,BR_035,12-02-2025,Email,Sales,Medium,Pending,2.8,5,22
INT_056898,CUST_04089,EMP_0274,BR_028,27-03-2026,Mobile App,Service Request,Low,Resolved,3.2,4,5
INT_056899,CUST_05756,EMP_0448,BR_010,18-10-2024,Email,Complaint,High,Resolved,1.1,5,22
INT_056900,CUST_05401,EMP_0276,BR_050,13-01-2024,Email,Query,Low,Resolved,7,5,5
INT_056901,CUST_02176,EMP_0266,BR_013,26-10-2025,Mobile App,Service Request,High,Resolved,6.1,5,35
INT_056902,CUST_00163,EMP_0310,BR_050,26-08-2025,Phone,Complaint,High,Resolved,1.9,5,3
INT_056903,CUST_08819,EMP_0476,BR_014,16-02-2024,Mobile App,Sales,Low,Resolved,3.8,4,41
INT_056904,CUST_01728,EMP_0039,BR_010,25-03-2025,Mobile App,Sales,Medium,Resolved,5,5,9
INT_056905,CUST_08868,EMP_0044,BR_006,18-02-2026,Mobile App,Query,Low,Resolved,4.6,5,8
INT_056906,CUST_08509,EMP_0176,BR_049,15-04-2024,Mobile App,Complaint,Low,Resolved,3.3,5,18
INT_056907,CUST_00181,EMP_0253,BR_016,18-03-2026,Mobile App,Service Request,Low,Resolved,4.4,5,29
INT_056908,CUST_08509,EMP_0049,BR_044,03-05-2025,Phone,Sales,Medium,Resolved,3.3,5,13
INT_056909,CUST_00788,EMP_0202,BR_011,27-01-2024,Branch,Sales,Low,Resolved,1.3,4,36
INT_056910,CUST_06308,EMP_0382,BR_006,03-07-2024,Phone,Service Request,Low,Escalated,11.3,5,11
INT_056911,CUST_03886,EMP_0104,BR_025,05-01-2024,Mobile App,Sales,High,Resolved,0.3,4,15
INT_056912,CUST_05254,EMP_0109,BR_011,23-03-2025,Mobile App,Service Request,Medium,Resolved,4.2,5,27
INT_056913,CUST_00186,EMP_0179,BR_020,21-04-2025,Mobile App,Loan Enquiry,Low,Escalated,2.5,3,21
INT_056914,CUST_05382,EMP_0307,BR_047,30-04-2025,Phone,Sales,Low,Resolved,5.1,4,4
INT_056915,CUST_08745,EMP_0245,BR_029,30-03-2025,Mobile App,Query,Medium,Resolved,4.1,5,14
INT_056916,CUST_07410,EMP_0115,BR_033,10-11-2024,Internet Banking,Sales,Low,Resolved,4.7,5,2
INT_056917,CUST_08216,EMP_0461,BR_050,20-08-2025,Mobile App,Sales,Medium,Resolved,2.7,5,11
INT_056918,CUST_08668,EMP_0041,BR_047,16-05-2026,Branch,Service Request,High,Resolved,6,3,11
INT_056919,CUST_04765,EMP_0245,BR_029,13-09-2024,Phone,Query,Low,Resolved,7.8,5,2
INT_056920,CUST_05366,EMP_0135,BR_016,08-07-2026,Branch,Query,Low,Pending,6.1,5,21
INT_056921,CUST_09224,EMP_0160,BR_012,25-03-2024,Branch,Sales,Low,Resolved,5.1,5,4
INT_056922,CUST_09172,EMP_0003,BR_037,10-04-2024,Phone,Query,Low,Resolved,2,5,11
INT_056923,CUST_01300,EMP_0376,BR_045,13-02-2024,Internet Banking,Sales,Low,Escalated,1.4,5,8
INT_056924,CUST_09793,EMP_0284,BR_017,15-11-2024,Branch,Sales,Medium,Resolved,2.1,4,13
INT_056925,CUST_06665,EMP_0027,BR_021,05-01-2025,Branch,Service Request,Medium,Resolved,9.3,5,8
INT_056926,CUST_04454,EMP_0477,BR_048,28-03-2025,Phone,Loan Enquiry,Low,Resolved,1.4,4,18
INT_056927,CUST_00376,EMP_0146,BR_047,08-11-2025,Internet Banking,Service Request,Medium,Resolved,7.1,5,17
INT_056928,CUST_09361,EMP_0200,BR_010,07-09-2025,Mobile App,Query,Medium,Resolved,1.3,5,35
INT_056929,CUST_03049,EMP_0203,BR_019,26-08-2025,Mobile App,Service Request,High,Resolved,6.5,5,3
INT_056930,CUST_08429,EMP_0274,BR_028,06-04-2026,Email,Query,High,Escalated,19.9,4,12
INT_056931,CUST_05634,EMP_0304,BR_031,27-01-2026,Internet Banking,Query,Medium,Resolved,4.2,4,20
INT_056932,CUST_06297,EMP_0057,BR_045,25-11-2025,Internet Banking,Sales,Low,Resolved,3,5,41
INT_056933,CUST_05188,EMP_0146,BR_047,12-06-2025,Email,Complaint,Low,Resolved,0.7,5,39
INT_056934,CUST_01614,EMP_0177,BR_002,24-08-2024,Mobile App,Loan Enquiry,Low,Pending,13.9,5,16
INT_056935,CUST_00966,EMP_0484,BR_004,25-04-2026,Phone,Service Request,Low,Resolved,3.8,5,9
INT_056936,CUST_01911,EMP_0254,BR_034,29-09-2024,Branch,Query,Medium,Resolved,9.7,4,20
INT_056937,CUST_08893,EMP_0049,BR_044,15-09-2024,Email,Loan Enquiry,Low,Resolved,4.2,4,12
INT_056938,CUST_06811,EMP_0357,BR_041,01-10-2024,Internet Banking,Loan Enquiry,Medium,Resolved,2.4,3,18
INT_056939,CUST_06227,EMP_0376,BR_045,09-02-2024,Mobile App,Sales,Low,Resolved,7.7,5,15
INT_056940,CUST_01096,EMP_0382,BR_006,29-03-2025,Branch,Loan Enquiry,Low,Pending,2.6,5,22
INT_056941,CUST_03244,EMP_0369,BR_041,13-04-2024,Phone,Loan Enquiry,High,Resolved,2.4,4,54
INT_056942,CUST_04161,EMP_0149,BR_014,09-05-2024,Branch,Loan Enquiry,Low,Escalated,7.2,5,55
INT_056943,CUST_03770,EMP_0409,BR_025,27-07-2026,Email,Service Request,Low,Resolved,5,5,19
INT_056944,CUST_04977,EMP_0032,BR_027,02-04-2026,Branch,Query,Medium,Resolved,6.3,3,11
INT_056945,CUST_03151,EMP_0390,BR_038,15-10-2025,Mobile App,Query,Low,Resolved,4.7,5,2
INT_056946,CUST_09582,EMP_0493,BR_002,15-12-2025,Email,Sales,Low,Resolved,5.8,5,9
INT_056947,CUST_03964,EMP_0104,BR_025,15-06-2025,Internet Banking,Query,Low,Resolved,1,4,17
INT_056948,CUST_07182,EMP_0113,BR_044,05-02-2025,Mobile App,Loan Enquiry,High,Resolved,1.3,4,13
INT_056949,CUST_01768,EMP_0474,BR_045,26-05-2025,Mobile App,Query,Low,Resolved,3,4,24
INT_056950,CUST_04090,EMP_0474,BR_045,07-04-2026,Mobile App,Service Request,Low,Pending,7.3,3,16
INT_056951,CUST_04688,EMP_0452,BR_030,13-06-2024,Mobile App,Query,Low,Resolved,6.7,4,15
INT_056952,CUST_07612,EMP_0317,BR_010,08-09-2025,Email,Complaint,Low,Resolved,2.5,4,9
INT_056953,CUST_02963,EMP_0174,BR_001,23-06-2026,Phone,Service Request,High,Resolved,2,4,7
INT_056954,CUST_06120,EMP_0474,BR_045,03-02-2025,Phone,Sales,Low,Resolved,4.2,4,10
INT_056955,CUST_04102,EMP_0468,BR_040,09-11-2024,Phone,Query,Medium,Resolved,0.8,5,12
INT_056956,CUST_08325,EMP_0359,BR_002,05-06-2024,Phone,Query,Low,Resolved,1.8,3,5
INT_056957,CUST_07936,EMP_0128,BR_002,19-12-2025,Email,Query,Medium,Resolved,2.8,4,27
INT_056958,CUST_05366,EMP_0343,BR_035,19-02-2024,Internet Banking,Query,Low,Resolved,3.6,4,31
INT_056959,CUST_01670,EMP_0283,BR_005,03-12-2025,Branch,Query,Medium,Resolved,15.1,4,4
INT_056960,CUST_09972,EMP_0240,BR_023,09-07-2026,Internet Banking,Query,Low,Pending,3.4,4,14
INT_056961,CUST_05951,EMP_0197,BR_016,18-10-2025,Branch,Loan Enquiry,Low,Resolved,7.1,4,2
INT_056962,CUST_02650,EMP_0203,BR_019,25-12-2024,Email,Query,Low,Escalated,3.1,5,2
INT_056963,CUST_01685,EMP_0400,BR_043,20-03-2026,Mobile App,Complaint,Medium,Resolved,4.9,5,19
INT_056964,CUST_06646,EMP_0061,BR_048,10-10-2024,Phone,Query,Low,Pending,17.5,4,15
INT_056965,CUST_06321,EMP_0280,BR_040,20-11-2024,Phone,Sales,Low,Pending,6,5,6
INT_056966,CUST_07321,EMP_0071,BR_021,25-08-2024,Branch,Loan Enquiry,Medium,Resolved,6,4,24
INT_056967,CUST_04479,EMP_0075,BR_037,17-08-2025,Mobile App,Query,Low,Pending,1.5,4,16
INT_056968,CUST_06509,EMP_0482,BR_008,27-11-2025,Phone,Sales,Low,Resolved,5.2,5,31
INT_056969,CUST_07974,EMP_0208,BR_001,29-12-2025,Internet Banking,Complaint,Low,Resolved,3.9,4,21
INT_056970,CUST_00722,EMP_0144,BR_021,16-05-2024,Branch,Sales,Low,Resolved,4.5,4,6
INT_056971,CUST_02937,EMP_0493,BR_002,21-08-2024,Branch,Complaint,Low,Escalated,11.2,4,11
INT_056972,CUST_02494,EMP_0208,BR_001,04-12-2024,Internet Banking,Complaint,Low,Resolved,1.8,5,9
INT_056973,CUST_02835,EMP_0142,BR_005,08-11-2025,Mobile App,Complaint,Low,Resolved,3.7,5,16
INT_056974,CUST_07609,EMP_0301,BR_024,12-11-2025,Mobile App,Service Request,High,Resolved,4.5,4,16
INT_056975,CUST_00399,EMP_0334,BR_027,31-07-2024,Email,Query,Low,Resolved,6.2,5,10
INT_056976,CUST_06142,EMP_0107,BR_034,08-05-2025,Phone,Query,Low,Resolved,2.8,4,14
INT_056977,CUST_00242,EMP_0281,BR_008,29-05-2026,Email,Query,Low,Resolved,1.7,5,8
INT_056978,CUST_04089,EMP_0303,BR_012,04-03-2026,Phone,Sales,High,Resolved,4.8,5,35
INT_056979,CUST_06161,EMP_0002,BR_043,04-10-2025,Branch,Query,Medium,Resolved,4.3,5,5
INT_056980,CUST_04959,EMP_0215,BR_016,08-08-2026,Mobile App,Service Request,Low,Escalated,10.1,4,25
INT_056981,CUST_03931,EMP_0058,BR_030,10-07-2025,Mobile App,Query,Low,Resolved,0.6,5,11
INT_056982,CUST_04910,EMP_0302,BR_021,03-02-2025,Branch,Complaint,Low,Escalated,5.1,4,7
INT_056983,CUST_03454,EMP_0096,BR_002,05-05-2025,Email,Query,Medium,Pending,3.2,4,29
INT_056984,CUST_03530,EMP_0083,BR_022,08-11-2025,Internet Banking,Query,High,Resolved,7.1,5,17
INT_056985,CUST_08746,EMP_0270,BR_038,28-01-2026,Branch,Service Request,Medium,Resolved,2.9,5,19
INT_056986,CUST_05365,EMP_0389,BR_042,22-01-2025,Mobile App,Sales,Low,Pending,8.1,4,7
INT_056987,CUST_01004,EMP_0226,BR_007,02-01-2024,Phone,Loan Enquiry,Low,Pending,6.1,5,5
INT_056988,CUST_00554,EMP_0341,BR_039,08-02-2024,Email,Complaint,Low,Resolved,2.5,4,13
INT_056989,CUST_02850,EMP_0451,BR_048,19-01-2024,Email,Query,Medium,Resolved,3.1,5,10
INT_056990,CUST_08114,EMP_0214,BR_006,26-05-2026,Branch,Service Request,Low,Resolved,2,4,25
INT_056991,CUST_02102,EMP_0041,BR_047,03-11-2024,Internet Banking,Query,Low,Resolved,9.2,4,7
INT_056992,CUST_05774,EMP_0080,BR_043,01-09-2025,Email,Service Request,Low,Resolved,5.5,3,12
INT_056993,CUST_03873,EMP_0158,BR_042,17-05-2024,Mobile App,Query,Medium,Resolved,1.1,5,16
INT_056994,CUST_00601,EMP_0457,BR_036,22-03-2026,Phone,Sales,Medium,Resolved,11.9,4,10
INT_056995,CUST_06439,EMP_0379,BR_008,18-08-2025,Mobile App,Query,Low,Resolved,3.2,5,18
INT_056996,CUST_08501,EMP_0384,BR_007,13-12-2024,Phone,Query,Medium,Resolved,8.2,5,14
INT_056997,CUST_01005,EMP_0471,BR_049,11-05-2026,Mobile App,Loan Enquiry,Medium,Escalated,10.2,4,6
INT_056998,CUST_03419,EMP_0482,BR_008,16-02-2026,Phone,Complaint,Low,Resolved,1.1,4,11
INT_056999,CUST_06002,EMP_0323,BR_020,25-07-2025,Mobile App,Query,Low,Resolved,1.2,5,15
INT_057000,CUST_04765,EMP_0165,BR_019,10-01-2025,Branch,Complaint,Low,Resolved,2.2,5,3
INT_057001,CUST_00162,EMP_0229,BR_048,25-09-2025,Phone,Loan Enquiry,Low,Escalated,9.9,5,10
INT_057002,CUST_07219,EMP_0448,BR_010,28-02-2024,Branch,Query,High,Resolved,9.5,4,20
INT_057003,CUST_07004,EMP_0114,BR_039,22-01-2026,Branch,Service Request,Medium,Resolved,4.2,4,4
INT_057004,CUST_09002,EMP_0207,BR_032,21-05-2024,Mobile App,Complaint,Medium,Resolved,5.8,3,34
INT_057005,CUST_02178,EMP_0012,BR_016,23-06-2024,Internet Banking,Loan Enquiry,Low,Resolved,5.6,5,11
INT_057006,CUST_09701,EMP_0378,BR_033,15-10-2025,Internet Banking,Complaint,Low,Resolved,2.2,5,9
INT_057007,CUST_05805,EMP_0141,BR_025,04-12-2025,Phone,Query,Medium,Resolved,2.9,5,16
INT_057008,CUST_01462,EMP_0187,BR_015,11-06-2024,Internet Banking,Loan Enquiry,Low,Resolved,0.8,4,15
INT_057009,CUST_09716,EMP_0060,BR_041,22-02-2024,Internet Banking,Sales,High,Resolved,7.4,4,35
INT_057010,CUST_06074,EMP_0188,BR_010,18-06-2024,Branch,Query,Low,Resolved,6.2,4,6
INT_057011,CUST_07867,EMP_0166,BR_017,07-06-2025,Mobile App,Service Request,Medium,Pending,6.4,5,22
INT_057012,CUST_09292,EMP_0025,BR_025,23-09-2025,Mobile App,Query,Low,Resolved,3.6,5,22
INT_057013,CUST_04274,EMP_0279,BR_009,25-01-2024,Branch,Loan Enquiry,Low,Escalated,9.6,3,8
INT_057014,CUST_09962,EMP_0179,BR_020,06-07-2026,Email,Complaint,Medium,Resolved,6.9,5,9
INT_057015,CUST_07425,EMP_0434,BR_007,20-01-2025,Internet Banking,Query,Low,Resolved,5,5,13
INT_057016,CUST_09880,EMP_0018,BR_040,17-10-2024,Email,Sales,Low,Resolved,3.2,5,10
INT_057017,CUST_04717,EMP_0462,BR_037,20-03-2024,Email,Service Request,Low,Resolved,3.4,4,24
INT_057018,CUST_08062,EMP_0268,BR_016,22-08-2025,Email,Service Request,Low,Resolved,5,5,3
INT_057019,CUST_08006,EMP_0252,BR_022,23-08-2024,Phone,Complaint,Low,Pending,7.1,5,7
